alunoid,campus,curso,anoingresso,periodoingresso,dataconclusao,forma_acesso_seletivo,rendabruta,ira,modalidade,genero,raca,idade,ficou_tempo_sem_estudar,razao_ausencia_educacional,quantidade_computadores,exclusivo_rede_publica,companhia_domiciliar,mae_nivel_escolaridade,pai_nivel_escolaridade,quantidade_notebooks,estado_civil,qtd_filhos,tipo_area_residencial,trabalha,situacao,pontuacao_seletivo,percentual_frequencia,reprovacoes,idioma
73650,MTC,Engenharia Mecânica Industrial,2016,2,,CON,2000.0,6.22,Bacharelado,M,Preta,32,False,,,False,Pais,Ensino médio completo,Ensino fundamental incompleto,,Solteiro(a),0,Urbano,Não está trabalhando,Evasão,,100,0,False
137033,MTC,Licenciatura em Biologia,2021,1,,CON,3166.28,1.84,Licenciatura,M,Parda,29,False,,0.0,False,Parentes,Ensino superior completo,Não sei informar,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Cancelado,,77,4,True
72597,CAX,Caxias - Licenciatura em Ciências Biológicas,2016,2,,,17.6,6.19,Licenciatura,F,Parda,34,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Cancelamento Compulsório,,100,0,False
141812,COD,Licenciatura em Química,2021,1,,CON,1456.0,8.85,Licenciatura,F,Parda,38,False,,,False,Cônjuge,Não Estudou,Não Estudou,1.0,Solteiro(a),2,Urbano,Não está trabalhando,Trancado Voluntariamente,,99,0,False
139841,SIN,Santa Inês - Bacharelado em Administração - Noturno,2021,1,,CON,1353.0,7.9,Bacharelado,F,Parda,22,False,,0.0,False,Avó,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,79,1,False
137622,SJR,Graduação Tecnológica em Processos Gerenciais,2021,1,,COT,0.0,145.39,Tecnologia,M,Parda,37,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Casado(a),1,Urbano,Não está trabalhando,Matriculado,,97,0,False
40757,MTC,Licenciatura em Biologia,2013,2,,CON,2000.0,8.3,Licenciatura,F,Parda,40,False,,,False,Mãe,Ensino médio completo,Ensino médio completo,,Solteiro(a),0,Urbano,Serviço público,Concludente,,100,0,False
127925,MTC,Licenciatura em Física,2020,1,,CON,1500.0,8.54,Licenciatura,M,Parda,28,False,,1.0,False,Mãe,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,97,0,True
140614,SIN,Bacharelado em Engenharia da Computação,2021,1,,COT,1900.0,8.14,Bacharelado,M,Parda,24,False,,,False,Sozinho,Ensino superior completo,Ensino médio completo,,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,97,0,False
111101,CAX,Caxias - Bacharelado em Ciência da Computação,2019,1,,CON,0.0,7.62,Bacharelado,M,Parda,21,False,,0.0,False,Mãe,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,96,3,True
82877,CAX,Caxias - Licenciatura em Química,2017,2,,CON,1303.0,8.24,Licenciatura,M,Parda,22,False,,0.0,False,Pais,Ensino superior completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Estágio ou bolsa,Cancelado,,100,0,True
137655,SIN,Santa Inês - Bacharelado em Administração - Noturno,2021,1,,CON,1100.0,8.65,Bacharelado,F,Branca,23,False,,0.0,False,Outro,Ensino médio incompleto,Ensino fundamental incompleto,1.0,Casado(a),0,Urbano,Não está trabalhando,Cancelado,,99,0,False
69863,CAX,Caxias - Bacharelado em Ciência da Computação,2016,1,,,0.0,5.57,Bacharelado,M,Parda,25,False,,1.0,False,Pai,Não sei informar,Ensino fundamental completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,95,14,True
103826,CAX,Caxias - Licenciatura em Formação Pedagógica para Graduados não Licenciados,2018,2,,CON,4895.89,2.41,Licenciatura,F,Parda,35,False,,0.0,False,Cônjuge,Pós-gradução completa,Ensino superior completo,1.0,Casado(a),2,Urbano,Serviço público,Evasão,,100,4,True
110138,CAX,Caxias - Licenciatura em Formação Pedagógica para Graduados não Licenciados,2018,2,2021-02-06,CON,2200.0,8.4,Licenciatura,F,Parda,42,False,,1.0,False,Cônjuge,Alfabetizado,Alfabetizado,,União Estável,4,Urbano,Serviço público,Formado,,100,0,False
151544,SRM,GRADUAÇÃO EM AGRONOMIA,2022,1,,COT,1595.82,0.0,Bacharelado,M,Parda,29,False,,0.0,False,Outro,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Rural,Não está trabalhando,Matriculado,,100,0,False
121051,SIN,Santa Inês - Licenciatura em Física,2020,1,,CON,950.0,0.0,Licenciatura,M,PARDA,20,False,,0.0,False,Tios,Ensino médio completo,Ensino superior incompleto,1.0,Solteiro(a),0,Rural,Nunca trabalhou,Jubilado,,93,7,False
73577,SRM,Curso Licenciatura em Ciências Biológicas - São R. Mangabeiras,2016,2,2021-04-08,CON,0.0,8.7,Licenciatura,M,Parda,35,False,,,False,Mãe,Ensino fundamental incompleto,Não sei informar,,Solteiro(a),1,Urbano,Serviço público,Formado,,100,0,False
125587,CAX,Caxias - Bacharelado em Zootecnia,2020,1,,CON,0.0,8.43,Bacharelado,M,Parda,23,False,,0.0,False,Outro,Ensino fundamental incompleto,Não sei informar,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Transferido Interno,,99,0,False
102893,CAX,Caxias - Licenciatura em Química,2018,2,,CON,2000.0,6.17,Licenciatura,M,Parda,23,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Cancelado,,91,5,False
125502,SJP,Bacharelado em Administração,2020,1,,COT,1045.0,5.66,Bacharelado,F,Parda,29,False,,0.0,False,Cônjuge,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Casado(a),1,Urbano,Não está trabalhando,Matriculado,,97,6,False
125515,SJP,Bacharelado em Administração,2020,1,,COT,700.0,8.71,Bacharelado,F,Preta,26,False,,0.0,False,Outro,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Autônomo,Matriculado,,99,1,False
69153,COD,Bacharelado em Agronomia,2016,1,,COT,1200.0,7.43,Bacharelado,F,Parda,26,False,,0.0,False,Parentes,Ensino superior completo,Ensino superior completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Aguardando Colação de Grau,,100,0,False
72524,CAX,Caxias - Bacharelado em Zootecnia,2016,2,,,1195.32,5.12,Bacharelado,F,Parda,26,False,,0.0,False,Parentes,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Cancelamento Compulsório,,100,0,False
140693,MAR,Licenciatura em Ciências Agrárias,2021,1,,COT,0.0,7.95,Licenciatura,F,Parda,29,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Rural,Empresa privada,Matriculado,,94,1,False
86024,MAR,Licenciatura em Ciências Agrárias,2017,2,,CON,1045.0,5.49,Licenciatura,F,Preta,26,False,,0.0,False,Mãe,Ensino superior completo,Pós-gradução completa,0.0,Solteiro(a),0,Urbano,Trabalha com vínculo empregatício,Matriculado,,97,2,False
113059,SIN,Santa Inês - Bacharelado em Administração - Noturno,2019,1,,COT,1200.0,8.19,Bacharelado,F,Parda,21,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Rural,Nunca trabalhou,Matriculado,,94,1,False
145054,CAX,Caxias - Licenciatura em Ciências Biológicas,2021,2,,COT,6.0,8.18,Licenciatura,F,Parda,21,False,,0.0,False,Avô,Pós-gradução completa,Não conhece,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,100,0,False
112761,CCH,Licenciatura em Artes Visuais,2019,1,,CON,1200.0,8.88,Licenciatura,F,PRETA,30,False,,,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,97,0,False
85826,MTC,Licenciatura em Química EAD,2017,1,2021-12-20,CON,4000.0,8.84,Licenciatura,F,Parda,48,False,,0.0,False,Cônjuge,Ensino fundamental completo,Ensino médio incompleto,1.0,Casado(a),2,Urbano,Trabalha com vínculo empregatício,Formado,,100,0,False
103969,CAX,Caxias - Licenciatura em Pedagogia,2018,2,,COT,8000.0,0.29,Licenciatura,F,Preta,29,False,,,False,Cônjuge,Ensino médio incompleto,Não sei informar,,Casado(a),0,Urbano,Trabalha com vínculo empregatício,Jubilado,,97,7,True
128917,CAX,Caxias - Licenciatura em Química,2020,2,,CON,0.0,6.17,Licenciatura,F,Parda,20,False,,0.0,False,Avó,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Rural,Nunca trabalhou,Matriculado,,94,5,False
125336,SJP,Bacharelado em Administração,2020,1,,COT,2060.0,5.3,Bacharelado,F,Parda,23,False,,0.0,False,Avó,Ensino médio incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Cancelado,,88,7,False
40806,CAX,Caxias - Licenciatura em Química,2013,1,2018-02-22,CON,1000.0,7.79,Licenciatura,F,Parda,27,False,,0.0,False,Parentes,Ensino médio completo,Não sei informar,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Formado,,100,0,False
87201,BAR,Barreirinhas - Licenciatura em Ciências Biológicas,2017,2,,,0.0,8.66,Licenciatura,F,Parda,25,False,,1.0,False,Cônjuge,Ensino médio completo,Ensino fundamental completo,0.0,Casado(a),0,Urbano,Trabalho informal/Bico,Matriculado,,100,0,False
139659,MAR,Licenciatura em Ciências Agrárias,2021,1,,COT,2060.0,0.0,Licenciatura,M,PRETA,20,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Comunidade Quilombola,Nunca trabalhou,Cancelado,,100,0,False
116735,CAX,Caxias - Licenciatura em Formação Pedagógica para Graduados não Licenciados,2018,2,,CON,3500.0,0.0,Licenciatura,M,Preta,49,False,,0.0,False,Cônjuge,Ensino superior completo,Pós-gradução completa,0.0,Casado(a),4,Urbano,Serviço público,Jubilado,,100,5,False
102973,MTC,Engenharia Mecânica Industrial,2018,2,,CON,1762.0,8.28,Bacharelado,M,Preta,21,False,,0.0,False,Mãe,Ensino médio completo,Não sei informar,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Cancelado,,97,1,True
119508,ZDC,Licenciatura em Matemática,2020,1,,COT,0.0,8.03,Licenciatura,M,Parda,20,False,,,False,Mãe,Ensino fundamental incompleto,Ensino médio completo,,Solteiro(a),0,Rural,Autônomo,Matriculado,,96,2,False
68882,SIN,Santa Inês - Bacharelado em Administração - Noturno,2016,1,,COT,2090.0,8.66,Bacharelado,F,Parda,29,False,,0.0,False,Cônjuge,Ensino médio completo,Ensino fundamental completo,1.0,União Estável,0,Urbano,Não está trabalhando,Matriculado,,85,0,False
97821,SRM,Curso Licenciatura em Ciências Biológicas - São R. Mangabeiras,2018,1,,CON,600.0,8.95,Licenciatura,F,Preta,22,False,,0.0,False,Outro,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Rural,Nunca trabalhou,Matriculado,,99,0,False
154978,COD,Licenciatura em Ciências Biológicas,2022,1,,CON,300.0,0.0,Licenciatura,F,Preta,18,False,,0.0,False,Mãe,Ensino fundamental incompleto,Não Estudou,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,96,0,False
112590,BAC,Bacharelado em Administração,2019,2,,CON,3500.0,8.12,Bacharelado,F,Parda,21,False,,,False,Pai,Ensino médio completo,Ensino médio completo,,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,98,1,False
110127,ZDC,Licenciatura em Química,2019,1,,COT,1045.0,8.91,Licenciatura,F,Parda,20,False,,0.0,False,Mãe,Ensino fundamental completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,99,0,False
114323,MTC,Licenciatura em Física,2019,1,,COT,17.2,7.79,Licenciatura,M,Branca,22,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,96,1,False
85751,SJP,Sjp - Licenciatura em Matemática - EAD,2017,2,2021-12-10,CON,0.0,8.92,Licenciatura,F,Parda,39,False,,0.0,False,Cônjuge,Não Estudou,Alfabetizado,1.0,União Estável,2,Urbano,Serviço público,Formado,,100,0,False
42080,COD,Licenciatura em Química,2012,1,2021-03-01,,800.0,7.57,Licenciatura,F,Parda,33,False,,0.0,False,Cônjuge,Ensino fundamental incompleto,Ensino médio completo,0.0,Casado(a),2,Urbano,Estágio ou bolsa,Formado,,100,0,False
144396,SJP,Licenciatura em Física,2021,2,,CON,700.0,0.0,Licenciatura,F,Parda,18,False,,0.0,False,Pais,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Trancada,,100,0,False
98761,CAX,Caxias - Licenciatura em Matemática,2018,1,,COT,954.0,6.57,Licenciatura,F,Parda,40,False,,0.0,False,Outro,Ensino fundamental completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Evasão,,90,9,False
113039,MAR,Licenciatura em Ciências Agrárias,2019,1,,COT,998.0,2.09,Licenciatura,M,Preta,36,False,,0.0,False,Mãe,Alfabetizado,Não Estudou,0.0,Solteiro(a),0,Rural,Trabalho informal/Bico,Jubilado,,89,8,False
86563,CAX,Caxias - Licenciatura em Ciências Biológicas,2017,2,2022-02-07,CON,20.0,8.16,Licenciatura,F,Parda,25,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),0,Rural,Não está trabalhando,Formado,,99,2,False
72534,CAX,Caxias - Bacharelado em Zootecnia,2016,2,,,500.0,6.72,Bacharelado,F,Preta,25,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Rural,Não está trabalhando,Cancelado,,100,0,False
1181,MTC,Engenharia Elétrica Industrial,1998,1,,CON,6000.0,3.65,Bacharelado,M,PRETA,51,False,,0.0,False,Cônjuge,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Casado(a),4,Urbano,Autônomo,Matriculado,,100,0,False
72697,SJP,Sjp - Bacharelado em Administração - Superior,2016,1,2021-04-16,,0.0,8.93,Bacharelado,F,Branca,48,False,,0.0,False,Outro,Alfabetizado,Alfabetizado,1.0,União Estável,2,Urbano,Serviço público,Formado,,100,0,False
103675,CAX,Caxias - Licenciatura em Formação Pedagógica para Graduados não Licenciados,2018,2,,CON,3200.0,9.29,Licenciatura,F,Parda,47,False,,1.0,False,Cônjuge,Ensino médio completo,Ensino fundamental incompleto,1.0,Casado(a),2,Urbano,Serviço público,Matriculado,,100,0,False
113757,SJP,Bacharelado em Administração,2019,1,,COT,2090.0,8.32,Bacharelado,F,Preta,40,False,,,False,Mãe,Ensino fundamental completo,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Empresa privada,Matriculado,,97,0,False
82555,CAX,Caxias - Bacharelado em Zootecnia,2017,2,,,800.0,0.0,Bacharelado,F,Parda,23,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Trabalho informal/Bico,Cancelamento Compulsório,,100,0,False
60937,MTC,Licenciatura em Biologia,2015,1,,,966.92,7.48,Licenciatura,F,Parda,40,False,,0.0,False,Parentes,Ensino fundamental incompleto,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Trabalha com vínculo empregatício,Evasão,,100,0,False
63315,MTC,Engenharia Civil,2015,2,2021-12-20,CON,0.0,8.39,Bacharelado,F,Branca,27,False,,,False,Parentes,Ensino fundamental completo,Ensino fundamental completo,,Solteiro(a),0,Rural,Estágio ou bolsa,Formado,,100,0,False
102894,CAX,Caxias - Licenciatura em Química,2018,2,,CON,1612.0,7.46,Licenciatura,F,Preta,24,False,,1.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,96,2,False
125466,BDC,Curso de Bacharelado em Administração,2020,1,,CON,1050.0,9.29,Bacharelado,F,Parda,20,False,,1.0,False,Mãe,Ensino fundamental completo,Ensino fundamental completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,100,0,False
74836,BAR,Barreirinhas - Licenciatura em Ciências Biológicas,2016,2,2020-11-13,,20.0,8.78,Licenciatura,F,Preta,25,False,,0.0,False,Parentes,Ensino médio incompleto,Ensino fundamental completo,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Formado,,100,0,False
94695,BAC,Licenciatura Plena em Química (sisu),2018,1,,COT,1000.0,8.6,Licenciatura,F,Parda,35,False,,0.0,False,Parentes,Ensino superior incompleto,Ensino fundamental completo,1.0,Divorciado(a),2,Urbano,Pescador,Matriculado,,99,0,False
102184,SJR,Graduação Tecnológica em Processos Gerenciais,2018,2,,CON,0.0,7.18,Tecnologia,F,Preta,24,False,,,False,Tios,Ensino médio completo,Ensino superior completo,,Solteiro(a),0,Urbano,Trabalha com vínculo empregatício,Matriculado,,91,5,False
139102,MTC,Licenciatura em Biologia,2021,1,,CON,0.0,9.65,Licenciatura,M,Parda,34,False,,,False,Cônjuge,Ensino fundamental incompleto,Ensino médio incompleto,,Casado(a),1,Urbano,Autônomo,Matriculado,,94,0,True
124055,COD,Licenciatura em Matemática,2020,1,,CON,0.0,8.54,Licenciatura,M,Parda,24,False,,0.0,False,Pais,Ensino fundamental completo,Ensino médio incompleto,0.0,Solteiro(a),1,Urbano,Serviço público,Matriculado,,99,0,False
85552,SJP,Sjp - Licenciatura em Matemática - EAD,2017,2,2021-12-10,CON,2090.0,8.97,Licenciatura,M,Parda,38,False,,1.0,False,Cônjuge,Alfabetizado,Alfabetizado,0.0,Casado(a),1,Urbano,Serviço público,Formado,,100,0,False
139296,SJP,Bacharelado em Administração,2021,1,,CON,1712.0,9.1,Bacharelado,M,Parda,29,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Trabalho informal/Bico,Matriculado,,99,0,False
153973,SRM,SRM - Graduação em Zootecnia,2022,1,,CON,1250.0,0.0,Bacharelado,M,Branca,18,False,,0.0,False,Mãe,Pós-graduação incompleta,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,72,0,False
31192,MTC,Licenciatura em Física,2012,1,2022-05-04,CON,1400.0,8.28,Licenciatura,M,Parda,28,False,,,False,Pais,Ensino fundamental incompleto,Ensino fundamental incompleto,,Solteiro(a),0,Urbano,Autônomo,Formado,,100,0,True
126069,MAR,Licenciatura em Ciências Agrárias,2020,1,,COT,30.0,8.58,Licenciatura,M,Preta,36,False,,,False,Cônjuge,Ensino superior completo,Pós-gradução completa,,União Estável,1,Urbano,Não está trabalhando,Matriculado,,92,0,True
67460,CCH,Licenciatura em Artes Visuais,2016,1,,CON,500.0,6.72,Licenciatura,M,Preta,25,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino médio completo,0.0,União Estável,1,Urbano,Nunca trabalhou,Matriculado,,87,0,False
126397,ZDC,Licenciatura em Química,2020,1,,COT,1849.56,8.82,Licenciatura,M,Parda,19,False,,0.0,False,Pais,Ensino superior completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,97,1,False
99694,CAX,Caxias - Licenciatura em Química,2018,2,,COT,400.0,3.47,Licenciatura,M,Amarela,24,False,,0.0,False,Parentes,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Autônomo,Trancada,,85,10,False
93815,ZDC,Licenciatura em Química,2018,1,,CON,900.0,5.61,Licenciatura,M,Parda,23,False,,0.0,False,Pais,Ensino fundamental completo,Não Estudou,0.0,Solteiro(a),0,Rural,Não está trabalhando,Matriculado,,89,5,False
82693,ZDC,Licenciatura em Química,2017,1,,COT,1700.0,6.78,Licenciatura,M,Parda,25,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,99,8,False
110470,BAC,Bacharelado em Administração,2019,2,,COT,1039.0,8.5,Bacharelado,M,PARDA,40,False,,0.0,False,Cônjuge,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Casado(a),2,Urbano,Beneficiário ou Pensionista do INSS,Trancado Voluntariamente,,99,0,False
60121,MTC,Licenciatura em Matemática,2015,1,2019-03-13,CON,2259.0,8.84,Licenciatura,M,Branca,25,False,,0.0,False,Cônjuge,Ensino superior incompleto,Ensino superior incompleto,1.0,Casado(a),0,Urbano,Não está trabalhando,Formado,,100,0,True
62441,ACA,Licenciatura em Química,2015,2,,CON,0.0,8.07,Licenciatura,F,Parda,35,False,,0.0,False,Cônjuge,Não sei informar,Não sei informar,1.0,Solteiro(a),3,Rural,Serviço público,Matriculado,,100,0,False
98762,CAX,Caxias - Licenciatura em Matemática,2018,1,,COT,2295.3,8.74,Licenciatura,F,Parda,21,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,99,2,False
117744,ZDC,Licenciatura em Química,2019,2,,CON,5.0,7.59,Licenciatura,F,Branca,33,False,,0.0,False,Cônjuge,Ensino médio incompleto,Ensino médio completo,1.0,União Estável,1,Urbano,Serviço público,Matriculado,,65,3,False
82694,ZDC,Licenciatura em Química,2017,1,,,800.0,0.0,Licenciatura,F,Branca,33,False,,0.0,False,Cônjuge,Ensino fundamental incompleto,Ensino médio incompleto,0.0,União Estável,1,Urbano,Autônomo,Cancelamento Compulsório,,100,0,False
154307,COD,Licenciatura em Ciências Agrárias,2022,1,,CON,3300.0,0.0,Licenciatura,F,Branca,31,True,Outra razão,0.0,False,Cônjuge,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,União Estável,2,Urbano,Nunca trabalhou,Matriculado,,100,0,False
98375,MTC,Licenciatura em Química,2018,1,,CON,1800.0,7.82,Licenciatura,F,Branca,25,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Rural,Não está trabalhando,Matriculado,,95,2,True
69885,SIN,Santa Inês - Bacharelado em Administração - Noturno,2016,1,,,937.0,8.38,Bacharelado,F,Branca,39,False,,0.0,False,Cônjuge,Alfabetizado,Alfabetizado,0.0,Casado(a),1,Urbano,Empresa privada,Matriculado,,100,0,False
127325,COD,Licenciatura em Matemática,2020,1,,CON,16.07,1.43,Licenciatura,M,Parda,44,True,Necessidade de trabalhar para ajudar no sustento familiar,,False,Cônjuge,Ensino fundamental incompleto,Ensino fundamental incompleto,,Casado(a),4,Urbano,Empresa privada,Trancada,,95,6,False
34676,MTC,Licenciatura em Química,2012,2,,CON,4500.0,4.08,Licenciatura,M,Preta,30,False,,0.0,False,Cônjuge,Ensino médio completo,Ensino fundamental completo,1.0,Solteiro(a),0,Urbano,Serviço público,Matriculado,,95,0,True
