alunoid,campus,curso,anoingresso,periodoingresso,dataconclusao,forma_acesso_seletivo,rendabruta,ira,modalidade,genero,raca,idade,ficou_tempo_sem_estudar,razao_ausencia_educacional,quantidade_computadores,exclusivo_rede_publica,companhia_domiciliar,mae_nivel_escolaridade,pai_nivel_escolaridade,quantidade_notebooks,estado_civil,qtd_filhos,tipo_area_residencial,trabalha,situacao,pontuacao_seletivo,percentual_frequencia,reprovacoes,idioma
110644,ITZ,Licenciatura em Física - Imperatriz,2019,1,,CON,3950.0,4.94,Licenciatura,M,Branca,21,False,,0.0,False,Parentes,Ensino fundamental incompleto,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,93,10,False
17899,MTC,Licenciatura em Matemática,2009,1,2019-05-23,,0.0,7.21,Licenciatura,M,Branca,39,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Trabalha com vínculo empregatício,Formado,,100,0,False
112395,SRM,GRADUAÇÃO EM AGRONOMIA,2019,1,,CON,999.99,8.09,Bacharelado,M,Parda,30,False,,,False,Mãe,Ensino médio completo,Não sei informar,,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,97,1,False
86945,BAR,Barreirinhas - Licenciatura em Ciências Biológicas,2017,2,2021-09-03,COT,3271.0,8.34,Licenciatura,M,Parda,42,False,,0.0,False,Cônjuge,Alfabetizado,Ensino superior incompleto,,Casado(a),2,Rural,Beneficiário ou Pensionista do INSS,Formado,,98,0,False
132213,ITZ,Bacharelado em Engenharia Elétrica  Imperatriz,2020,2,,CON,2000.0,8.87,Bacharelado,M,BRANCA,20,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio incompleto,2.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,99,0,False
154626,CAX,Caxias - Bacharelado em Zootecnia,2022,1,,COT,10.0,0.0,Bacharelado,M,Parda,20,False,,0.0,False,Mãe,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,98,0,False
110289,MAR,Licenciatura em Ciências Agrárias,2019,1,,CON,998.0,0.0,Licenciatura,M,Branca,22,False,,0.0,False,Avô,Não sei informar,Ensino fundamental completo,0.0,Solteiro(a),0,Urbano,Autônomo,Cancelado,,100,0,False
97477,COD,Licenciatura em Química,2018,1,,CON,1212.0,5.09,Licenciatura,M,Parda,22,False,,0.0,False,Parentes,Não sei informar,Não sei informar,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,84,17,False
48618,MTC,Engenharia Civil,2014,1,,COT,1200.0,8.26,Bacharelado,M,Preta,26,False,,0.0,False,Outro,Ensino fundamental incompleto,Não sei informar,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,100,0,True
139882,MAR,Licenciatura em Ciências Agrárias,2021,1,,CON,1000.0,5.69,Licenciatura,M,Parda,44,False,,0.0,False,Cônjuge,Ensino fundamental incompleto,Ensino médio completo,1.0,União Estável,2,Urbano,Autônomo,Evasão,,94,4,True
151906,COD,Licenciatura em Ciências Agrárias,2022,1,,COT,1100.0,0.0,Licenciatura,M,Parda,18,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,100,0,False
19604,MTC,Engenharia Elétrica Industrial,2010,1,2019-05-23,,0.0,7.22,Bacharelado,M,Parda,29,False,,2.0,False,Pais,Ensino superior completo,Pós-gradução completa,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Formado,,100,0,True
130397,MTC,Licenciatura em Química EAD,2020,1,,COT,800.0,0.79,Licenciatura,M,Parda,24,False,,0.0,False,Mãe,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,100,20,False
125920,SIN,Santa Inês - Bacharelado em Administração - Noturno,2020,1,,COT,0.0,8.0,Bacharelado,M,Parda,20,False,,0.0,False,Mãe,Ensino médio completo,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,98,0,False
98208,MTC,Licenciatura em Física,2018,1,,COT,2824.0,7.62,Licenciatura,M,Preta,26,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Beneficiário ou Pensionista do INSS,Matriculado,,96,1,False
139399,SIN,Bacharelado em Engenharia da Computação,2021,1,,CON,1100.0,7.5,Bacharelado,M,Amarela,21,False,,0.0,False,Parentes,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,99,1,False
98151,MTC,Licenciatura em Física,2018,1,,COT,1214.0,6.82,Licenciatura,M,Branca,26,False,,0.0,False,Pais,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Rural,Não está trabalhando,Trancado Voluntariamente,,96,2,False
19741,MTC,Engenharia Elétrica Industrial,2010,1,,CON,0.0,4.47,Bacharelado,M,Parda,30,False,,0.0,False,Pais,Pós-gradução completa,Pós-gradução completa,1.0,Solteiro(a),0,Urbano,Autônomo,Matriculado,,100,0,True
103841,CAX,Caxias - Licenciatura em Pedagogia,2018,2,,COT,3147.81,7.91,Licenciatura,M,Parda,45,False,,0.0,False,Cônjuge,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Casado(a),0,Urbano,Trabalha com vínculo empregatício,Matriculado,,99,1,False
96037,MAR,Licenciatura em Ciências Agrárias,2018,1,,COT,477.0,6.61,Licenciatura,M,Parda,59,False,,0.0,False,Parentes,Ensino fundamental completo,Ensino fundamental incompleto,0.0,Divorciado(a),1,Urbano,Não está trabalhando,Cancelado,,94,4,False
94073,BAC,Licenciatura Plena em Química (sisu),2018,1,,COT,1050.0,0.0,Licenciatura,M,Branca,25,False,,0.0,False,Pais,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Cancelado,,100,0,False
49779,MAR,Licenciatura em Ciências Agrárias,2013,2,2020-08-27,,0.0,7.51,Licenciatura,M,Parda,29,False,,0.0,False,Pais,Pós-gradução completa,Pós-gradução completa,4.0,Solteiro(a),0,Urbano,Estágio ou bolsa,Formado,,100,0,True
152790,COD,Licenciatura em Matemática,2022,1,,CON,50.0,0.0,Licenciatura,M,Parda,21,False,,0.0,False,Parentes,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,97,0,False
18307,MTC,Licenciatura em Matemática,2009,1,,,0.0,6.57,Licenciatura,M,Branca,32,False,,0.0,False,Cônjuge,Ensino superior completo,Ensino médio completo,0.0,União Estável,1,Urbano,Empresa privada,Matriculado,,100,0,False
137281,COD,Licenciatura em Ciências Biológicas,2021,1,,COT,2333.18,8.85,Licenciatura,M,Parda,28,False,,0.0,False,Cônjuge,Ensino fundamental completo,Alfabetizado,1.0,Solteiro(a),0,Urbano,Trabalha com vínculo empregatício,Trancado Voluntariamente,,99,0,False
51436,COD,Bacharelado em Agronomia,2012,1,2019-05-30,,800.0,7.46,Bacharelado,M,Parda,28,False,,0.0,False,Pais,Ensino fundamental completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Formado,,100,0,False
69319,COD,Licenciatura em Química,2016,1,,CON,800.0,6.24,Licenciatura,M,Parda,28,False,,0.0,False,Parentes,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,91,0,False
69151,COD,Bacharelado em Agronomia,2016,1,,,800.0,6.46,Bacharelado,M,Parda,26,False,,0.0,False,Pais,Ensino fundamental completo,Alfabetizado,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Trancada,,100,0,False
139494,SRM,GRADUAÇÃO EM AGRONOMIA,2021,1,,CON,0.0,8.36,Bacharelado,M,Branca,20,False,,0.0,False,Amigo(s),Ensino médio completo,Não sei informar,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,97,0,False
82755,CAX,Caxias - Licenciatura em Química,2017,2,,CON,1040.0,7.9,Licenciatura,M,Preta,23,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,98,2,False
30320,MTC,Engenharia Civil,2011,2,,CON,6000.0,3.18,Bacharelado,M,Amarela,41,False,,0.0,False,Cônjuge,Ensino fundamental completo,Ensino fundamental completo,1.0,Casado(a),3,Urbano,Empresa privada,Matriculado,,96,0,False
113217,ITZ,Bacharelado em Ciência da Computação Imperatriz,2019,1,,COT,1400.0,9.06,Bacharelado,M,Parda,21,False,,0.0,False,Parentes,Ensino médio completo,Não sei informar,1.0,Solteiro(a),0,Urbano,Trabalho informal/Bico,Matriculado,,99,0,False
60827,CCH,Licenciatura em Artes Visuais,2015,1,2021-01-08,COT,1000.0,8.75,Licenciatura,M,Preta,26,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),0,Rural,Não está trabalhando,Formado,,100,0,True
126923,MTC,Engenharia Mecânica Industrial,2020,1,,CON,2000.0,7.96,Bacharelado,M,Branca,23,False,,,False,Pais,Ensino superior completo,Ensino superior completo,,Solteiro(a),0,Urbano,Estágio ou bolsa,Matriculado,,99,1,False
154083,SIN,Santa Inês - Licenciatura em Física,2022,1,,COT,500.0,0.0,Licenciatura,M,Parda,21,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Autônomo,Matriculado,,92,0,False
97766,MTC,Licenciatura em Biologia,2018,1,,COT,600.0,8.92,Licenciatura,M,Parda,22,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,96,0,False
111112,MAR,Licenciatura em Ciências Agrárias,2019,1,,COT,1200.0,7.66,Licenciatura,M,Parda,23,False,,,False,Mãe,Ensino fundamental incompleto,Ensino fundamental incompleto,,Solteiro(a),0,Urbano,Não está trabalhando,Cancelado,,70,1,False
69426,MTC,Licenciatura em Matemática,2016,1,,COT,1045.0,6.85,Licenciatura,M,Parda,27,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Serviço público,Matriculado,,96,0,False
97499,COD,Licenciatura em Química,2018,1,,COT,800.0,7.57,Licenciatura,M,Preta,21,False,,0.0,False,Pais,Ensino fundamental completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,96,7,False
113109,ITZ,Bacharelado em Ciência da Computação Imperatriz,2019,1,,CON,1000.0,7.2,Bacharelado,M,Preta,25,False,,0.0,False,Mãe,Ensino fundamental completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Trancado Voluntariamente,,97,1,True
78576,COD,Licenciatura em Ciências Agrárias,2017,1,,,900.0,8.26,Licenciatura,M,Parda,22,False,,0.0,False,Parentes,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Cancelado,,100,0,False
139669,SIN,Santa Inês - Licenciatura em Física,2021,1,,CON,800.0,1.05,Licenciatura,M,Branca,20,False,,1.0,False,Mãe,Ensino médio completo,Ensino médio completo,,Solteiro(a),0,Urbano,Empresa privada,Jubilado,,85,7,False
103913,CAX,Caxias - Licenciatura em Pedagogia,2018,2,,CON,1000.0,9.14,Licenciatura,M,Parda,30,False,,1.0,False,Parentes,Ensino fundamental incompleto,Ensino fundamental completo,1.0,Solteiro(a),0,Urbano,Trabalho informal/Bico,Matriculado,,100,0,False
111596,SJR,Graduação Tecnológica em Processos Gerenciais,2019,1,,COT,800.0,1.58,Tecnologia,M,Parda,25,False,,0.0,False,Sozinho,Ensino fundamental incompleto,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Autônomo,Matriculado,,79,8,False
139277,ITZ,Bacharelado em Engenharia Elétrica  Imperatriz,2021,1,,COT,1212.0,5.0,Bacharelado,M,Branca,22,False,,1.0,False,Parentes,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,94,9,True
102972,MTC,Engenharia Mecânica Industrial,2018,2,,COT,0.0,7.21,Bacharelado,M,Branca,22,False,,0.0,False,Tios,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,93,3,True
139824,TMN,Curso de Licenciatura em Ciências Biológicas,2021,1,,CON,1100.0,5.3,Licenciatura,M,Parda,25,False,,0.0,False,Mãe,Ensino médio completo,Ensino fundamental completo,,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,82,7,False
113065,COD,Licenciatura em Química,2019,1,,COT,1169.0,7.5,Licenciatura,M,Parda,21,False,,0.0,False,Pais,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Cancelado,,87,2,False
82953,ZDC,Licenciatura em Matemática,2017,1,,CON,500.0,5.11,Licenciatura,M,Parda,27,False,,0.0,False,Sozinho,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Autônomo,Afastado,,100,0,False
50131,CAX,Caxias - Licenciatura em Química,2014,1,,CON,0.0,7.33,Licenciatura,F,Parda,37,False,,1.0,False,Mãe,Ensino fundamental incompleto,Não Estudou,0.0,Solteiro(a),0,Urbano,Serviço público,Matriculado,,92,0,False
117518,MTC,Licenciatura em Química,2019,2,,CON,36.0,4.15,Licenciatura,F,Parda,33,False,,1.0,False,Sozinho,Ensino médio completo,Ensino superior completo,1.0,Solteiro(a),0,Urbano,Serviço público,Matriculado,,88,4,True
110912,SRM,SRM - Graduação em Zootecnia,2019,1,,COT,1000.0,8.41,Bacharelado,F,Branca,22,False,,0.0,False,Pai,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Cancelado,,98,0,False
72576,CAX,Caxias - Licenciatura em Ciências Biológicas,2016,2,,CON,4950.0,9.28,Licenciatura,F,Branca,24,False,,1.0,False,Pais,Ensino superior completo,Ensino superior completo,1.0,Solteiro(a),0,Urbano,Autônomo,Matriculado,,99,0,True
82739,CAX,Caxias - Licenciatura em Química,2017,2,,COT,0.0,2.94,Licenciatura,F,Amarela,23,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Cancelamento Compulsório,,100,0,False
151921,CCH,Licenciatura em Artes Visuais,2022,1,,COT,4300.0,0.0,Licenciatura,F,Parda,22,False,,1.0,False,Pais,Ensino superior completo,Ensino superior completo,,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,70,0,False
60653,MTC,Licenciatura em Química,2015,1,,,16.0,3.76,Licenciatura,F,Preta,27,False,,0.0,False,Parentes,Ensino médio completo,Ensino fundamental completo,1.0,Solteiro(a),0,Urbano,Empresa privada,Cancelado,,100,0,True
113418,ACA,Licenciatura em Química,2019,1,,CON,1000.0,8.59,Licenciatura,F,Parda,24,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,98,0,False
139485,SRM,Curso Licenciatura em Ciências Biológicas - São R. Mangabeiras,2021,1,,COT,3024.0,2.56,Licenciatura,F,Parda,20,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Trabalha com vínculo empregatício,Matriculado,,79,8,False
110891,COD,Licenciatura em Ciências Biológicas,2019,1,,COT,998.0,4.43,Licenciatura,F,Parda,22,False,,0.0,False,Amigo(s),Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Beneficiário ou Pensionista do INSS,Cancelado,,91,7,True
114965,BTC,Buriticupu -  Bacharelado em Administração - Noturno,2019,2,,CON,500.0,6.73,Bacharelado,F,Parda,22,False,,,False,Pais,Ensino fundamental incompleto,Ensino fundamental incompleto,,Solteiro(a),0,Urbano,Não está trabalhando,Trancado Voluntariamente,,99,2,False
152773,PED,Licenciatura em Física,2022,1,,CON,3000.0,0.0,Licenciatura,F,Preta,27,False,,0.0,False,Mãe,Pós-gradução completa,Pós-gradução completa,2.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,96,0,False
69152,COD,Bacharelado em Agronomia,2016,1,2021-10-25,CON,1200.0,7.8,Bacharelado,F,Parda,24,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Formado,,99,0,False
125957,SIN,Santa Inês - Bacharelado em Administração - Noturno,2020,1,,CON,900.0,8.99,Bacharelado,F,Parda,22,False,,,False,Pais,Ensino fundamental incompleto,Ensino fundamental completo,,Solteiro(a),0,Urbano,Trabalha com vínculo empregatício,Matriculado,,99,0,False
37043,MTC,Engenharia Civil,2013,1,,,0.0,8.52,Bacharelado,F,Parda,28,False,,1.0,False,Pais,Ensino superior completo,Ensino superior incompleto,1.0,Solteiro(a),0,Urbano,Estágio ou bolsa,Matriculado,,100,0,True
50936,CAX,Caxias - Bacharelado em Ciência da Computação,2014,1,2019-03-21,CON,6700.0,7.84,Bacharelado,F,Parda,27,False,,0.0,False,Parentes,Ensino superior completo,Ensino superior completo,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Formado,,100,0,False
72378,BAC,Licenciatura Plena em Química (sisu),2015,1,2019-12-12,CON,3454.0,8.34,Licenciatura,F,Preta,24,False,,0.0,False,Parentes,Ensino médio incompleto,Ensino médio incompleto,1.0,Solteiro(a),0,Urbano,Estágio ou bolsa,Formado,,100,0,False
125201,SRM,SRM - Graduação em Zootecnia,2020,1,,CON,1100.0,6.61,Bacharelado,F,Indígena,21,False,,,False,Mãe,Ensino fundamental incompleto,Não sei informar,,Solteiro(a),0,Urbano,Não está trabalhando,Trancado Voluntariamente,,92,6,False
63596,MTC,Licenciatura em Biologia,2015,2,,COT,0.0,6.92,Licenciatura,F,Preta,36,False,,0.0,False,Pais,Ensino médio completo,Ensino fundamental completo,0.0,Solteiro(a),0,Urbano,Empresa privada,Matriculado,,97,0,False
151945,PED,Licenciatura em Física,2022,1,,CON,18.0,0.0,Licenciatura,F,Parda,19,False,,0.0,False,Pais,Ensino superior completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Empresa privada,Matriculado,,100,0,False
137783,ZDC,Licenciatura em Química,2021,1,,COT,11.0,8.41,Licenciatura,F,Parda,19,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino médio completo,0.0,Solteiro(a),1,Rural,Pescador,Matriculado,,82,0,False
74384,MTC,Engenharia Mecânica Industrial,2016,2,,,1500.0,6.75,Bacharelado,F,Parda,33,False,,0.0,False,Cônjuge,Ensino médio completo,Ensino médio completo,1.0,Casado(a),0,Urbano,Trabalha com vínculo empregatício,Cancelado,,100,0,False
137483,SRM,Curso Licenciatura em Ciências Biológicas - São R. Mangabeiras,2021,1,,CON,0.0,8.25,Licenciatura,F,Parda,22,False,,0.0,False,Outro,Ensino fundamental incompleto,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,95,0,False
102270,BAR,Barreirinhas - Licenciatura em Ciências Biológicas,2018,2,,CON,200.0,5.4,Licenciatura,F,Parda,23,False,,,False,Mãe,Ensino fundamental incompleto,Ensino fundamental completo,,Solteiro(a),0,Rural,Nunca trabalhou,Matriculado,,97,15,False
94123,BAC,Licenciatura Plena em Química (sisu),2018,1,,COT,1300.0,8.69,Licenciatura,F,Preta,21,False,,0.0,False,Tios,Ensino médio completo,Ensino fundamental completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,99,1,False
69984,ZDC,Licenciatura em Química,2016,1,,COT,467.0,0.0,Licenciatura,M,Parda,30,False,,0.0,False,Parentes,Ensino fundamental incompleto,Não sei informar,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,100,4,False
31104,MTC,Engenharia Elétrica Industrial,2012,1,,CON,4000.0,6.14,Bacharelado,M,PARDA,30,False,,0.0,False,Pai,Ensino médio completo,Ensino superior completo,1.0,Solteiro(a),0,Urbano,Empresa privada,Trancada,,99,0,True
116542,ITZ,Bacharelado em Engenharia Elétrica  Imperatriz,2019,2,,COT,997.0,6.0,Bacharelado,M,Branca,22,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Trancado Voluntariamente,,99,3,False
40863,CAX,Caxias - Licenciatura em Ciências Biológicas,2013,1,,CON,600.0,6.89,Licenciatura,M,Preta,33,False,,,False,Pais,Ensino fundamental completo,Ensino fundamental incompleto,,Solteiro(a),1,Urbano,Autônomo,Jubilado,,95,1,False
98876,MTC,Engenharia Civil,2018,1,,CON,1000.0,6.98,Bacharelado,M,Parda,29,False,,0.0,False,Parentes,Ensino superior completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Trabalha com vínculo empregatício,Matriculado,,79,2,False
113716,COD,Bacharelado em Agronomia,2019,1,,COT,1109.0,5.29,Bacharelado,F,Preta,26,False,,0.0,False,Pais,Não Estudou,Ensino fundamental incompleto,0.0,Solteiro(a),0,Rural,Autônomo,Cancelado,,95,4,False
97423,COD,Bacharelado em Agronomia,2018,1,,CON,1200.0,8.07,Bacharelado,F,Parda,23,False,,0.0,False,Pais,Ensino fundamental completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,98,2,False
130065,MTC,Licenciatura em Química EAD,2020,1,,CON,2080.0,8.2,Licenciatura,F,Branca,26,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,100,2,False
139905,MTC,Licenciatura em Biologia,2021,1,,CON,15.0,0.0,Licenciatura,M,Branca,19,False,,,False,Pais,Ensino médio completo,Ensino médio completo,,Solteiro(a),0,Urbano,Nunca trabalhou,Cancelado,,100,0,True
61483,CAX,Caxias - Bacharelado em Ciência da Computação,2015,1,,CON,0.0,5.55,Bacharelado,M,Parda,27,False,,,False,Pais,Pós-gradução completa,Ensino médio completo,,Solteiro(a),0,Urbano,Empresa privada,Trancada,,98,5,False
125417,CAX,Caxias - Bacharelado em Ciência da Computação,2020,1,,CON,23.0,8.12,Bacharelado,M,Parda,22,False,,1.0,False,Outro,Pós-gradução completa,Pós-gradução completa,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,100,1,False
68707,BTC,Buriticupu - Licenciatura em Biologia Enem - Noturno,2016,2,,CON,1920.0,8.24,Licenciatura,F,Preta,36,False,,0.0,False,Cônjuge,Ensino fundamental incompleto,Ensino médio completo,0.0,Casado(a),1,Urbano,Serviço público,Matriculado,,100,0,False
98222,MTC,Licenciatura em Física,2018,1,,COT,2330.0,7.62,Licenciatura,F,Branca,20,False,,0.0,False,Mãe,Ensino superior completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,82,4,False
83895,MTC,Licenciatura em Biologia,2017,1,2021-12-20,,1045.0,8.55,Licenciatura,F,Parda,23,False,,0.0,False,Pais,Ensino médio incompleto,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Formado,,100,0,True
103714,CAX,Caxias - Licenciatura em Pedagogia,2018,2,,CON,0.0,4.02,Licenciatura,F,Parda,50,False,,1.0,False,Cônjuge,Ensino fundamental completo,Ensino fundamental completo,1.0,Casado(a),3,Urbano,Serviço público,Matriculado,,99,15,False
99911,CAX,Caxias - Licenciatura em Ciências Biológicas,2018,2,,COT,700.0,6.26,Licenciatura,F,Parda,24,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Evasão,,97,4,False
130402,MTC,Licenciatura em Química EAD,2020,1,,COT,2500.0,5.66,Licenciatura,F,Parda,21,False,,0.0,False,Mãe,Pós-gradução completa,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,100,5,False
43902,MTC,Licenciatura em Física,2014,1,2021-06-23,CON,20.0,7.21,Licenciatura,M,Parda,41,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Serviço público,Formado,,100,0,True
117399,MTC,Engenharia Elétrica Industrial,2019,2,,COT,3000.0,7.7,Bacharelado,M,Preta,34,False,,0.0,False,Cônjuge,Não Estudou,Ensino fundamental incompleto,1.0,Casado(a),1,Urbano,Trabalha com vínculo empregatício,Trancado Voluntariamente,,98,2,False
73645,ITZ,Bacharelado em Engenharia Elétrica  Imperatriz,2016,2,,COT,1045.0,8.89,Bacharelado,M,Parda,29,False,,0.0,False,Avó,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,100,0,True
52505,SRM,Curso Licenciatura em Ciências Biológicas (parfor - Ifma/srm),2014,2,2018-07-05,CON,1100.0,7.89,Licenciatura,F,Parda,34,False,,0.0,False,Cônjuge,Alfabetizado,Alfabetizado,0.0,Solteiro(a),1,Urbano,Serviço público,Formado,,100,0,False
126260,BTC,Buriticupu - Licenciatura em Matemática Enem,2020,2,,COT,0.0,0.0,Licenciatura,F,Parda,34,False,,0.0,False,Cônjuge,Ensino fundamental completo,Ensino fundamental completo,1.0,Solteiro(a),1,Urbano,Não está trabalhando,Jubilado,,84,5,False
82418,BTC,Buriticupu - Licenciatura em Matemática Enem,2017,2,,CON,0.0,7.35,Licenciatura,M,Parda,26,False,,0.0,False,Cônjuge,Ensino fundamental incompleto,Não sei informar,0.0,Casado(a),0,Rural,Serviço público,Matriculado,,100,0,False
151586,COD,Licenciatura em Ciências Agrárias,2022,1,,CON,1200.0,0.0,Licenciatura,M,Branca,20,False,,0.0,False,Avó,Não sei informar,Não sei informar,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,97,0,False
63338,BAR,Barreirinhas - Licenciatura em Ciências Biológicas,2015,1,,,3000.0,8.61,Licenciatura,F,Parda,31,False,,1.0,False,Mãe,Pós-gradução completa,Ensino fundamental completo,1.0,Solteiro(a),0,Urbano,Serviço público,Falecido,,100,0,False
137323,COD,Licenciatura em Ciências Biológicas,2021,1,,COT,1830.0,7.66,Licenciatura,M,Parda,20,False,,0.0,False,Pais,Não Estudou,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,95,2,False
137754,MTC,Licenciatura em Física,2021,1,,CON,4500.0,7.81,Licenciatura,M,Preta,21,False,,1.0,False,Avô,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,91,0,False
99057,SJP,Licenciatura em Matemática,2018,1,2022-05-06,CON,800.0,8.76,Licenciatura,F,Parda,22,False,,0.0,False,Avó,Ensino médio incompleto,Ensino médio incompleto,0.0,Solteiro(a),0,Urbano,Autônomo,Formado,,98,0,False
138217,CAX,Caxias - Bacharelado em Ciência da Computação,2021,1,,CON,1500.0,5.28,Bacharelado,M,Parda,35,False,,0.0,False,Outro,Ensino superior completo,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Serviço público,Matriculado,,89,4,False
112862,SRM,SRM - Graduação em Zootecnia,2019,1,,COT,2500.0,6.67,Bacharelado,M,PARDA,23,False,,0.0,False,Tios,Ensino médio completo,Ensino superior completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,93,9,False
